itemcode,item,in blocks,metrics,price per unit,currency,fees,volume from,volume to
*,Cloud - Applications,,,,,,,
**,Cloud - Business Transformation Management,,,,,,,
8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,"5,050.00",USD,Month,10,14
8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,"4,925.00",USD,Month,15,19
8018145,"SAP Account Substantiation and Automation by BlackLine, financial review option",25,Object,"4,785.00",USD,Month,20,Infinite
8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,"2,439.00",USD,Month,1,50
8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,"1,524.00",USD,Month,51,100
8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,"1,039.00",USD,Month,101,150
8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,956,USD,Month,151,500
8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,596,USD,Month,501,1000
8018551,"SAP Access Control, private cloud edition, option for Microsoft SQL",100,Resource,499,USD,Month,1001,Infinite
***,Cloud - Leonardo Technology,,,,,,,
8005246,SAP Rural Sourcing Management,"10,000",Transaction,337,USD,Month,1,Infinite
***,Cloud - Procurement,,,,,,,
8002460,"SAP Ariba Procurement, supplemental site add-on",1,Tenant,"7,753.00",USD,Month,1,Infinite
8002461,"SAP Ariba Strategic Sourcing, supplemental site add-on",1,Tenant,"2,416.00",USD,Month,1,Infinite
8002471,"SAP Ariba Spend Analysis, monthly refresh add-on",1,% of Net Recurring Fee,40,%,Year,1,Infinite
8005967,"SAP Business Network Commerce Automation, buyer paid supplier fees option",1,Supplier,210,USD,Month,1,Infinite
8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.4,%,Year,15000000,50000000
8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.38,%,Year,50000001,100000000
8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.36,%,Year,100000001,250000000
8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.34,%,Year,250000001,500000000
8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.33,%,Year,500000001,1000000000
8007062,"SAP Ariba Sourcing, BPO edition",1,Spend,0.32,%,Year,1000000001,Infinite
8007883,SAP Ariba Sourcing,1,User,730,USD,Month,1,25
8007883,SAP Ariba Sourcing,1,User,430,USD,Month,26,50
8007883,SAP Ariba Sourcing,1,User,270,USD,Month,51,100
8007883,SAP Ariba Sourcing,1,User,250,USD,Month,101,200
8007883,SAP Ariba Sourcing,1,User,230,USD,Month,201,Infinite
8007885,SAP Ariba Contracts,1,User,585,USD,Month,1,25
8007885,SAP Ariba Contracts,1,User,400,USD,Month,26,50
8007885,SAP Ariba Contracts,1,User,270,USD,Month,51,100
8007885,SAP Ariba Contracts,1,User,200,USD,Month,101,200
8007885,SAP Ariba Contracts,1,User,170,USD,Month,201,Infinite
8007886,SAP Ariba Strategic Sourcing Suite,1,User,"2,400.00",USD,Month,1,5
8007886,SAP Ariba Strategic Sourcing Suite,1,User,"2,288.00",USD,Month,6,10
8007886,SAP Ariba Strategic Sourcing Suite,1,User,"2,288.00",USD,Month,11,25
8007886,SAP Ariba Strategic Sourcing Suite,1,User,"1,575.00",USD,Month,26,50
8007886,SAP Ariba Strategic Sourcing Suite,1,User,"1,013.00",USD,Month,51,100
8007886,SAP Ariba Strategic Sourcing Suite,1,User,875,USD,Month,101,200
8007886,SAP Ariba Strategic Sourcing Suite,1,User,788,USD,Month,201,Infinite
8007887,SAP Ariba Contract Invoicing,1,Document,1.2,USD,Year,1,200000
8007887,SAP Ariba Contract Invoicing,1,Document,1.03,USD,Year,200001,300000
8007887,SAP Ariba Contract Invoicing,1,Document,0.7,USD,Year,300001,500000
8007887,SAP Ariba Contract Invoicing,1,Document,0.5,USD,Year,500001,Infinite
8007888,SAP Business Network Commerce Automation,1,Flat Fee,"7,50,000.00",USD,Year,1,Infinite
8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,667,USD,Month,1,25
8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,438,USD,Month,26,50
8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,275,USD,Month,51,100
8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,250,USD,Month,101,200
8007889,SAP Ariba Supplier Lifecycle and Performance,1,User,230,USD,Month,201,Infinite
8007890,SAP Ariba Supplier Risk,1,User,800,USD,Month,1,25
8007890,SAP Ariba Supplier Risk,1,User,567,USD,Month,26,50
8007890,SAP Ariba Supplier Risk,1,User,378,USD,Month,51,100
8007890,SAP Ariba Supplier Risk,1,User,288,USD,Month,101,200
8007890,SAP Ariba Supplier Risk,1,User,211,USD,Month,201,Infinite
8007891,SAP Ariba Buying,1,Spend,0.23,%,Year,105000000,200000000
8007891,SAP Ariba Buying,1,Spend,0.21,%,Year,200000001,500000000
8007891,SAP Ariba Buying,1,Spend,0.15,%,Year,500000001,750000000
8007891,SAP Ariba Buying,1,Spend,0.11,%,Year,750000001,1500000000
8007891,SAP Ariba Buying,1,Spend,0.08,%,Year,1500000001,5000000000
8007891,SAP Ariba Buying,1,Spend,0.06,%,Year,5000000001,Infinite
8007892,SAP Ariba Buying and Invoicing,1,Spend,0.25,%,Year,105000000,200000000
8007892,SAP Ariba Buying and Invoicing,1,Spend,0.23,%,Year,200000001,500000000
8007892,SAP Ariba Buying and Invoicing,1,Spend,0.17,%,Year,500000001,750000000
8007892,SAP Ariba Buying and Invoicing,1,Spend,0.13,%,Year,750000001,1500000000
8007892,SAP Ariba Buying and Invoicing,1,Spend,0.1,%,Year,1500000001,5000000000
8007892,SAP Ariba Buying and Invoicing,1,Spend,0.07,%,Year,5000000001,Infinite
8007894,SAP Ariba Catalog,1,Spend,0.22,%,Year,65000000,100000000
8007894,SAP Ariba Catalog,1,Spend,0.2,%,Year,100000001,200000000
8007894,SAP Ariba Catalog,1,Spend,0.19,%,Year,200000001,500000000
8007894,SAP Ariba Catalog,1,Spend,0.13,%,Year,500000001,750000000
8007894,SAP Ariba Catalog,1,Spend,0.09,%,Year,750000001,1000000000
8007894,SAP Ariba Catalog,1,Spend,0.06,%,Year,1000000001,Infinite
8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.18,%,Year,250000000,500000000
8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.13,%,Year,500000001,1000000000
8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.09,%,Year,1000000001,4000000000
8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.06,%,Year,4000000001,8000000000
8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.055,%,Year,8000000001,15000000000
8007896,SAP Business Network Supply Chain Collaboration,1,Spend,0.05,%,Year,15000000001,Infinite
8007898,"SAP Business Network Supply Chain Collaboration, quality add-on",1,% of Net Recurring Fee,30,%,Year,1,Infinite
8007899,"SAP Business Network Supply Chain Collaboration, inventory add-on",1,% of Net Recurring Fee,30,%,Year,1,Infinite
8007900,SAP Ariba Invoice Management,1,Document,1.5,USD,Year,1,200000
8007900,SAP Ariba Invoice Management,1,Document,1.28,USD,Year,200001,300000
8007900,SAP Ariba Invoice Management,1,Document,1,USD,Year,300001,500000
8007900,SAP Ariba Invoice Management,1,Document,0.8,USD,Year,500001,Infinite
8007902,SAP Ariba Spend Analysis,1,Spend,0.038,%,Year,500000000,1000000000
8007902,SAP Ariba Spend Analysis,1,Spend,0.028,%,Year,1000000001,2500000000
8007902,SAP Ariba Spend Analysis,1,Spend,0.021,%,Year,2500000001,5000000000
8007902,SAP Ariba Spend Analysis,1,Spend,0.011,%,Year,5000000001,10000000000
8007902,SAP Ariba Spend Analysis,1,Spend,0.008,%,Year,10000000001,50000000000
8007902,SAP Ariba Spend Analysis,1,Spend,0.007,%,Year,50000000001,Infinite
8007903,"SAP Ariba Procurement, additional site add-on",1,Tenant,"6,667.00",USD,Month,1,Infinite
8008080,"SAP Business Network Commerce Automation, BPO edition",1,Flat Fee,"7,50,000.00",USD,Year,1,Infinite
8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.21,%,Year,105000000,200000000
8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.16,%,Year,200000001,500000000
8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.1,%,Year,500000001,750000000
8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.08,%,Year,750000001,1500000000
8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.07,%,Year,1500000001,5000000000
8008081,"SAP Ariba Buying, BPO edition",1,Spend,0.06,%,Year,5000000001,Infinite
8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.25,%,Year,105000000,200000000
8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.2,%,Year,200000001,500000000
8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.12,%,Year,500000001,750000000
8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.09,%,Year,750000001,1500000000
8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.08,%,Year,1500000001,5000000000
8008082,"SAP Ariba Buying and Invoicing, BPO edition",1,Spend,0.07,%,Year,5000000001,Infinite
8008113,"SAP Business Network Commerce Automation, foundation option","2,00,000",Document,"75,000.00",USD,Year,1,Infinite
8008177,SAP Ariba Snap Buying,1,Spend,0.42,%,Year,50000000,75000000
8008177,SAP Ariba Snap Buying,1,Spend,0.3,%,Year,75000001,100000000
8008177,SAP Ariba Snap Buying,1,Spend,0.28,%,Year,100000001,125000000
8008177,SAP Ariba Snap Buying,1,Spend,0.25,%,Year,125000001,150000000
8008177,SAP Ariba Snap Buying,1,Spend,0.2,%,Year,150000001,200000000
8008177,SAP Ariba Snap Buying,1,Spend,0.18,%,Year,200000001,500000000
8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.57,%,Year,50000000,75000000
8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.35,%,Year,75000001,100000000
8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.33,%,Year,100000001,125000000
8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.3,%,Year,125000001,150000000
8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.25,%,Year,150000001,200000000
8008178,SAP Ariba Snap Buying and Invoicing,1,Spend,0.23,%,Year,200000001,500000000
8011078,SAP Ariba Source-to-Contract Suite,1,User,"2,000.00",USD,Month,1,5
8011078,SAP Ariba Source-to-Contract Suite,1,User,"1,647.00",USD,Month,6,10
8011078,SAP Ariba Source-to-Contract Suite,1,User,"1,647.00",USD,Month,11,25
8011078,SAP Ariba Source-to-Contract Suite,1,User,"1,146.00",USD,Month,26,50
8011078,SAP Ariba Source-to-Contract Suite,1,User,734,USD,Month,51,100
8011078,SAP Ariba Source-to-Contract Suite,1,User,630,USD,Month,101,200
8011078,SAP Ariba Source-to-Contract Suite,1,User,567,USD,Month,201,Infinite
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.64,%,Year,15000000,20000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.51,%,Year,20000001,50000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.31,%,Year,50000001,75000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.23,%,Year,75000001,100000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.168,%,Year,100000001,200000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.128,%,Year,200000001,500000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.09,%,Year,500000001,750000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.064,%,Year,750000001,1500000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.056,%,Year,1500000001,5000000000
8011337,SAP Ariba Buying for SAP S/4HANA,1,Spend,0.048,%,Year,5000000001,Infinite
8012540,SAP Business Network Planning Collaboration,1,Flat Fee,"3,29,800.00",USD,Year,1,Infinite
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,"1,226.00",USD,Month,1,25
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,659,USD,Month,26,55
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,425,USD,Month,56,150
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,278,USD,Month,151,275
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,192,USD,Month,276,500
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,123,USD,Month,501,1000
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,79,USD,Month,1001,1500
8012657,"SAP Ariba Direct Materials Sourcing for Automotive and Industrial Manufacturing in SAP S/4HANA Cloud, private edition",1,User,55,USD,Month,1501,Infinite
8014111,SAP Ariba Connector for iCertis,1,Flat Fee,"3,511.00",USD,Month,1,Infinite
8014432,"SAP Ariba Supplier Risk, base edition",1,User,490,USD,Month,1,25
8014432,"SAP Ariba Supplier Risk, base edition",1,User,321,USD,Month,26,50
8014432,"SAP Ariba Supplier Risk, base edition",1,User,231,USD,Month,51,100
8014432,"SAP Ariba Supplier Risk, base edition",1,User,203,USD,Month,101,200
8014432,"SAP Ariba Supplier Risk, base edition",1,User,168,USD,Month,201,Infinite
8014551,SAP Business Network Supplier Portal,"2,00,000",Document,"1,05,264.00",USD,Year,1,Infinite
8014573,SAP Ariba Sourcing and Procurement bundle,1,Spend,0.6,%,Year,1000000000,5000000000
8014573,SAP Ariba Sourcing and Procurement bundle,1,Spend,0.5,%,Year,5000000001,10000000000
